seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_draw,n_features,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,regime,5,249,5,60,False,3.2239801262341725,6.262204126249504,-0.06966207050273165,-0.011273919876568412,-0.017407228879132156,0.43623810534529,0.13531042012186525,60,ok,0.9999999999633729,0.9999999999267457
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,mixed,5,252,5,60,False,3.2239801275541664,6.262204129030432,-0.06966207039797667,-0.011273919849925767,-0.017407228855890567,0.4362381048830182,0.13531041992307968,60,ok,0.9999999976450374,0.9999999952900749
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,regime,20,249,20,210,False,3.223980126231473,6.262204126242242,-0.0696620705032659,-0.011273919876667664,-0.01740722887925763,0.4362381053481297,0.13531042012285935,60,ok,0.9999999999702267,0.9999999999404534
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,mixed,20,252,20,210,False,3.161874684865084,6.85819343862724,-0.04585432053376004,-0.009043631872594398,-0.01604876415238411,0.31447780021734345,0.09945928651842258,60,ok,0.9999999998281746,0.9999999996563491
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,regime,0,504,0,10,False,3.3794450230675412,10.351150933320406,-0.03084317989684915,-0.008615515994463023,-0.01412447308184947,0.31926241037583925,0.09447184617492103,60,ok,0.9999999102682479,0.999999820536506
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,mixed,0,252,0,10,False,3.379445053260501,10.351150111170078,-0.03084317688953231,-0.008615515396590086,-0.014124470849792443,0.31926235388892077,0.0944718286160313,60,ok,0.9999994524006849,0.9999989048017529
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,regime,1,504,1,20,False,2.1497638172315545,5.292548964744059,-0.044849074556422175,-0.013862143676966416,-0.0156775931540739,0.2373659231133213,0.11041488428203193,60,ok,0.9886443504586098,0.9775466024235622
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,mixed,1,252,1,20,False,3.350280109331654,10.132211664137595,-0.031222464325593058,-0.008652929370434288,-0.01414168232349764,0.31635261722289393,0.0944257217006261,60,ok,0.9804894380694508,0.9617401996001416
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,regime,5,504,5,60,False,2.621910292974461,6.870725773073733,-0.034642726227562703,-0.009303777594582138,-0.014237619539694357,0.23802067194125245,0.09078139422963506,60,ok,0.9999999996200484,0.9999999992400967
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,mixed,5,252,5,60,False,2.621910292922959,6.870725772797325,-0.03464272622742637,-0.009303777593898716,-0.014237619539357404,0.2380206719307402,0.09078139422740887,60,ok,0.9999999996919748,0.9999999993839497
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,regime,20,504,20,210,False,2.493488702576524,6.060286959824792,-0.0388194779076263,-0.009540646383960672,-0.014461522650749578,0.23525717575079425,0.09434860302663604,60,ok,0.43495677466031335,0.3526623558810474
42,2019-11-27,2020-02-18,0,0,1,0.011518774182602356,low,crisis,770,504,True,stress,mixed,20,252,20,210,False,2.2293010269319176,5.1798731599534,-0.04099572250764105,-0.009768511702140865,-0.014528290757973248,0.21235264269022738,0.09525525719713071,60,ok,0.6219634338879345,0.5297501583994543
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,regime,0,504,0,10,False,-0.7297369575729175,-1.351653057991476,-0.33790257870068374,-0.05302661524051412,-0.0968586577036471,-0.4567270538039846,0.6258790226591301,60,ok,0.999999556029049,0.9999991120583259
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,mixed,0,252,0,10,False,-0.7297367293260454,-1.3516527510543275,-0.3379025918097296,-0.05302661008785881,-0.09685866580805945,-0.4567269678080085,0.6258791005762072,60,ok,0.9999999393767408,0.999999878753486
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,regime,1,504,1,20,False,-1.1791527131412582,-2.0970864041381234,-0.4146044397109503,-0.09413371749224024,-0.11928677467258836,-0.869461333613138,0.7373610932013178,60,ok,0.9999999829732843,0.9999999659465689
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,mixed,1,252,1,20,False,-1.179152708723034,-2.097086400108173,-0.4146044394710896,-0.09413371753106015,-0.11928677471471706,-0.8694613314392942,0.7373610941206074,60,ok,0.9999999827935526,0.9999999655871057
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,regime,5,504,5,60,False,-1.1791527113264137,-2.0970864046323308,-0.41460444146328135,-0.09413371793981154,-0.11928677530752453,-0.8694613374928284,0.7373610976264326,60,ok,0.9999999981392861,0.9999999962785722
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,mixed,5,252,5,60,False,-1.127433469584495,-1.8852938849267877,-0.403659586723329,-0.08351706578618817,-0.10671952537258304,-0.7610169504415666,0.6749994309837478,60,ok,0.918492830195908,0.8502724978049835
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,regime,20,504,20,210,False,-1.1791527110949547,-2.097086404664674,-0.4146044416900956,-0.09413371799840636,-0.1192867753873187,-0.8694613379818871,0.7373610981859255,60,ok,0.9999999999874893,0.9999999999749787
42,2020-02-19,2020-05-12,0,4,0,1.1640286991104416,low,crisis,1343,504,True,stress,mixed,20,252,20,210,False,-0.8701670340865999,-1.5412328023163695,-0.36009260704841184,-0.06259720133130629,-0.0998796560093272,-0.554986537854631,0.637793108810645,60,ok,0.6665398141226455,0.5554710193583295
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,regime,0,47,0,10,False,4.030987402468865,13.83078841519682,-0.005372176679575902,-0.001320413483291058,-0.0030796493281537904,0.0743014389842689,0.01843256541530281,60,ok,0.9142267144211107,0.8431675413754294
