seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_synth_rows,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2021-09-29,2021-12-21,1,0,0,0.21923155304540623,low,calm,1104,504,False,random,regime,0,504,0,False,1.0054529214294279,2.2093123855530648,-0.07463903255846538,-0.014624242353450926,-0.022447152744915475,0.164900939077116,0.1640066238433923,60,ok,0.29999999654055826,0.2799999908978587
42,2021-09-29,2021-12-21,1,0,0,0.21923155304540623,low,calm,1104,504,False,random,mixed,0,252,0,False,1.0054531087815928,2.2093128132650532,-0.07463902552351154,-0.0146242417641059,-0.022447151323058172,0.1649009554587114,0.16400660957579438,60,ok,0.2999999568351877,0.2799998709911832
42,2021-09-29,2021-12-21,1,0,0,0.21923155304540623,low,calm,1104,504,False,random,regime,5,609,105,False,1.0054529181881902,2.209312373570629,-0.07463903141980621,-0.014624242033250601,-0.022447152350434207,0.16490093566710481,0.16400662098057622,60,ok,0.2999999904017806,0.2799999768294262
42,2021-09-29,2021-12-21,1,0,0,0.21923155304540623,low,calm,1104,504,False,random,mixed,5,357,105,False,1.0054532021516818,2.2093130062935593,-0.07463903055281995,-0.01462424453514056,-0.02244715359513162,0.16490098097748748,0.1640066197259081,60,ok,0.29999999049538667,0.2799998108338811
42,2021-12-22,2022-03-15,2,2,1,0.017153246022826318,mid,crisis,243,243,False,random,regime,0,243,0,False,-3.8207192724709746,-3.5024850283116358,-0.07879849450468379,-0.007964043021725507,-0.009876284710546693,-0.2759905472561517,0.07223523309988182,60,ok,0.2999999363885242,0.2799998669757245
42,2021-12-22,2022-03-15,2,2,1,0.017153246022826318,mid,crisis,243,243,False,random,mixed,0,252,0,False,-1.6324009842930463,-2.635185095633684,-0.11937092870033927,-0.0186083295929624,-0.022981102649428296,-0.31456449216308524,0.19270050385280527,60,ok,0.2999999969417374,0.27999999292732985
42,2021-12-22,2022-03-15,2,2,1,0.017153246022826318,mid,crisis,243,243,False,random,regime,5,348,105,False,-3.9083421950219037,-3.511187843889071,-0.08451734711198222,-0.007819521956710271,-0.009908080427522038,-0.2967562817773451,0.07592894044828692,60,ok,0.2999998874584455,0.2799996782781048
42,2021-12-22,2022-03-15,2,2,1,0.017153246022826318,mid,crisis,243,243,False,random,mixed,5,357,105,False,-1.6604780382119575,-2.6232122624496,-0.12427257531018543,-0.018678211205802014,-0.02320064058990499,-0.3259933434398698,0.19632499553616936,60,ok,0.2999999976870434,0.2799999956259229
42,2022-03-16,2022-06-07,2,3,0,0.29141716057098827,mid,crisis,275,275,False,random,regime,0,275,0,False,-1.7041971307301822,-2.086542300283308,-0.0691737793087065,-0.010098249754553921,-0.013520896390009592,-0.14433401659807835,0.08469326347019306,60,ok,0.2999999965321091,0.2799999912232414
42,2022-03-16,2022-06-07,2,3,0,0.29141716057098827,mid,crisis,275,275,False,random,mixed,0,252,0,False,-0.3558271569699386,-0.5426226937410649,-0.14542607778636785,-0.029753736393590746,-0.03501950977074672,-0.07891149006863656,0.2217691610179806,60,ok,0.2999999978581119,0.2799999882163137
42,2022-03-16,2022-06-07,2,3,0,0.29141716057098827,mid,crisis,275,275,False,random,regime,5,380,105,False,-0.37792783153707293,-0.5455846692874556,-0.1606391684027193,-0.030938572470538966,-0.034491951424598925,-0.08764226756760951,0.23190212589308135,60,ok,0.299999988359815,0.2791429703774194
42,2022-03-16,2022-06-07,2,3,0,0.29141716057098827,mid,crisis,275,275,False,random,mixed,5,357,105,False,-0.35943947885727623,-0.5391052522339228,-0.1667093532568793,-0.03431650693531817,-0.037643331666048496,-0.08987388793730405,0.25003900023177633,60,ok,0.29999999332830857,0.2799997759298821
42,2022-06-08,2022-08-30,2,2,1,0.1710428598580166,mid,crisis,335,335,False,random,regime,0,335,0,False,-0.812529302441967,-1.7240639025724709,-0.051337851350528485,-0.010468940286594149,-0.01639416191832643,-0.08850973634907754,0.10893113157035852,60,ok,0.29999998583665394,0.2799997920747977
42,2022-06-08,2022-08-30,2,2,1,0.1710428598580166,mid,crisis,335,335,False,random,mixed,0,252,0,False,-0.7382007762198678,-1.5285695099407997,-0.09931256276320344,-0.023590910131595585,-0.032480677120099485,-0.1518061553939148,0.20564345132671663,60,ok,0.2999999922030783,0.27999996689777246
42,2022-06-08,2022-08-30,2,2,1,0.1710428598580166,mid,crisis,335,335,False,random,regime,5,440,105,False,-0.7351218548543836,-1.5231267962769905,-0.10035473838383369,-0.023946507611494878,-0.03282605720998958,-0.15285299116578413,0.20792878099925624,60,ok,0.29999999592985954,0.2799999753318693
42,2022-06-08,2022-08-30,2,2,1,0.1710428598580166,mid,crisis,335,335,False,random,mixed,5,357,105,False,-0.6879044841180165,-1.4282468809119921,-0.11096602609753481,-0.025920496171692745,-0.036590007703648834,-0.1584868806610028,0.23039082361005936,60,ok,0.29999999272109895,0.27999998219742683
