bucket,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,method,n_synth_series,predicted_regime,vol_bucket,test_start
VOL_SCALE_1.8x,-4.236714325586903,-4.836404328818338,-0.33860789125799584,-0.04667652881350598,-0.05924405101565177,-1.6376446710522201,0.3865364868152541,60,mixed,5,0,low,2018-10-03
NEG_SHOCK_-10%,-3.9856411423918243,-4.684513800879093,-0.28387206262034304,-0.025936900544125178,-0.06624669500869544,-1.329802595029011,0.3336483510482288,60,mixed,5,0,low,2018-10-03
CORR_INFLATE_1.3,-4.292897025497432,-4.482662204121149,-0.17842130639416132,-0.022699696050414452,-0.028089114441923153,-0.799802446583026,0.18630832322150806,60,mixed,5,0,low,2018-10-03
WHIPSAW,-5.38752796714144,-4.663176086217294,-0.24063546041409023,-0.025763486302134552,-0.030726565366365238,-1.1221255244988737,0.20828207878320504,60,mixed,5,0,low,2018-10-03
SLOW_BLEED,-4.8531419571602825,-4.614995783847299,-0.23337574096307123,-0.026653154170590946,-0.03443092211277047,-1.077028060596813,0.22192387325653548,60,mixed,5,0,low,2018-10-03
CRASH_2008,-1.7593350228319506,-6.455177917308247,-0.9805305942964234,-0.37231438574660763,-0.4999799365709235,-6.329499439547404,3.5976657983872755,60,mixed,5,0,low,2018-10-03
BASE,5.089720790282379,21.068279982033317,-0.04232931531665041,-0.01037502024431905,-0.018441602869288563,0.8918058665389621,0.17521705085309494,60,regime,5,3,high,2018-12-26
REGIME_VOL,5.089720790282381,21.163978867342536,-0.05501425022746853,-0.013545378514810639,-0.024076916035042074,1.1643204292168383,0.2287591946968551,60,regime,5,3,high,2018-12-26
VOL_SCALE_1.8x,5.08972079028238,21.319870549444097,-0.07529363539273404,-0.01867503643977429,-0.03319488516471941,1.605250559770132,0.3153906915355709,60,regime,5,3,high,2018-12-26
NEG_SHOCK_-10%,1.778577853649462,4.2444561291583325,-0.11115814421965065,-0.0169654819881001,-0.044317246286981,0.471805866538962,0.26527141646954844,60,regime,5,3,high,2018-12-26
CORR_INFLATE_1.3,5.36704856683249,22.468686162238964,-0.03569353111817686,-0.008920716613383227,-0.01526628983845725,0.8019867487164262,0.14942789108944854,60,regime,5,3,high,2018-12-26
WHIPSAW,3.293203748644551,7.160575341417567,-0.09489222648617279,-0.017238229550082407,-0.02468950679879109,0.6794829370690998,0.20632884841964852,60,regime,5,3,high,2018-12-26
SLOW_BLEED,4.234968896554724,13.586563195248177,-0.05333066137171305,-0.011838774950871888,-0.018030922872467325,0.7245804009711602,0.1710946216300735,60,regime,5,3,high,2018-12-26
CRASH_2008,-1.2834890621757884,-4.718963924645861,-0.9774384981847982,-0.3685304791219776,-0.49777580255203296,-4.612497011494091,3.593717428082264,60,regime,5,3,high,2018-12-26
BASE,5.135476418955028,22.339838648553645,-0.03946644546183786,-0.009723388043357801,-0.01797673163562574,0.8816740236494001,0.17168300498764713,60,mixed,5,3,high,2018-12-26
REGIME_VOL,5.135476418955028,22.435322608635882,-0.051307153336964895,-0.012694623084305103,-0.023469991260696908,1.1510925372455565,0.2241452288626772,60,mixed,5,3,high,2018-12-26
VOL_SCALE_1.8x,5.135476418955027,22.590796589746287,-0.0702504330143563,-0.01750209847804404,-0.03235811694412634,1.58701324256892,0.3090294089777649,60,mixed,5,3,high,2018-12-26
NEG_SHOCK_-10%,1.7500796683026256,4.104639640440103,-0.11247614019531782,-0.016598379665907156,-0.044169507603131375,0.4616740236494,0.2638017182938708,60,mixed,5,3,high,2018-12-26
CORR_INFLATE_1.3,5.410350904933232,23.83242240794842,-0.033324057866307766,-0.008419461074182266,-0.014908696581793545,0.794193023416763,0.14679140731751927,60,mixed,5,3,high,2018-12-26
WHIPSAW,3.2924661643297086,7.01646348759719,-0.09539721761008679,-0.01794215275199003,-0.02401820844601479,0.6693510941795376,0.2032977897939329,60,mixed,5,3,high,2018-12-26
SLOW_BLEED,4.259577472197988,14.311935060188782,-0.049919773606922346,-0.011187142749910641,-0.01756605163880451,0.7144485580815986,0.16772756517395498,60,mixed,5,3,high,2018-12-26
CRASH_2008,-1.2865391018070442,-4.729385955496982,-0.9774355795031135,-0.368859009136749,-0.4976948347872088,-4.6226701021050784,3.593105017649428,60,mixed,5,3,high,2018-12-26
BASE,0.8092765332450468,1.7395930165069893,-0.06231985352022895,-0.013921540421608775,-0.021206617791985072,0.1084111819735288,0.13396061484548472,60,regime,5,0,low,2019-03-20
REGIME_VOL,0.8092765332450474,1.7312522343256367,-0.04565877895225878,-0.0101507434888587,-0.015462580357744032,0.07904686307767837,0.09767596097308698,60,regime,5,0,low,2019-03-20
VOL_SCALE_1.8x,0.809276533245047,1.764858961227001,-0.11056981426815127,-0.025058772758895797,-0.03817191202557312,0.19514012755235188,0.2411291067218725,60,regime,5,0,low,2019-03-20
NEG_SHOCK_-10%,-1.2414541782196176,-2.4426179415426463,-0.1275634689843005,-0.016651951641370472,-0.05041710585594709,-0.31158881802647126,0.2509869663279269,60,regime,5,0,low,2019-03-20
CORR_INFLATE_1.3,0.8418655724822302,1.7635166413359482,-0.05578734382272299,-0.012187963639105353,-0.018571544530959463,0.0983819092073022,0.11686177986495443,60,regime,5,0,low,2019-03-20
WHIPSAW,-0.6574595468425978,-0.7391156069166959,-0.14058930230118305,-0.019012614160107633,-0.022194277466561385,-0.10391174749633374,0.15805040476689775,60,regime,5,0,low,2019-03-20
SLOW_BLEED,-0.41531080390965885,-0.6994659821408439,-0.08408455178086138,-0.01500891379757246,-0.022484149332104103,-0.05881428359427285,0.14161510618217996,60,regime,5,0,low,2019-03-20
CRASH_2008,-1.4814039735868494,-5.424886110558133,-0.9798300139787129,-0.376347330749212,-0.5018391389339518,-5.315466233541101,3.588127430677149,60,regime,5,0,low,2019-03-20
BASE,-0.4037627417761098,-0.7674547086935312,-0.09149180383637034,-0.019726048996674406,-0.02935451396118595,-0.0702158156610873,0.17390365280415748,60,mixed,5,0,low,2019-03-20
REGIME_VOL,-0.403762741776109,-0.7607960213269862,-0.06729414396781919,-0.01438303932969232,-0.02140353239916007,-0.05119711698932224,0.12680000329924357,60,mixed,5,0,low,2019-03-20
VOL_SCALE_1.8x,-0.4037627417761102,-0.7876593470755515,-0.16046082441504272,-0.035506888194013944,-0.0528381251301347,-0.12638846818995728,0.3130265750474835,60,mixed,5,0,low,2019-03-20
NEG_SHOCK_-10%,-1.7952245922961745,-3.183435595056378,-0.15398955029036976,-0.02075396859147287,-0.057255424170885895,-0.4902158156610873,0.2730665665815545,60,mixed,5,0,low,2019-03-20
CORR_INFLATE_1.3,-0.26556742986746773,-0.500420717727337,-0.07798133092047344,-0.016652970235309685,-0.024839156968806286,-0.03902347358855629,0.14694374836564517,60,mixed,5,0,low,2019-03-20
WHIPSAW,-1.4724529466744674,-1.819027678822671,-0.1553240494470196,-0.020279735521542566,-0.030055700641025307,-0.28253874513094984,0.1918830382791268,60,mixed,5,0,low,2019-03-20
SLOW_BLEED,-1.3103066015804055,-2.118452577166053,-0.1120824151497054,-0.020813422372638096,-0.030632045501304984,-0.23744128122888888,0.18121047466486306,60,mixed,5,0,low,2019-03-20
CRASH_2008,-1.532182742602026,-5.600719348341472,-0.980308516771132,-0.37653321849477084,-0.5026383313083715,-5.490432877224009,3.583406028904812,60,mixed,5,0,low,2019-03-20
BASE,-0.4969587350235222,-1.1398172094198888,-0.07824512235238568,-0.015517277817913167,-0.029529455510111487,-0.08918513701041401,0.17946185613618942,60,regime,5,2,mid,2019-06-12
REGIME_VOL,-0.49695873502352245,-1.138331565108857,-0.0685428353755505,-0.013575439426446826,-0.025834127562677514,-0.07802447307004913,0.1570039272302076,60,regime,5,2,mid,2019-06-12
VOL_SCALE_1.8x,-0.4969587350235226,-1.1503245016788168,-0.13955474858134242,-0.027931100072243698,-0.05315301991820068,-0.1605332466187453,0.32303134104514086,60,regime,5,2,mid,2019-06-12
NEG_SHOCK_-10%,-1.922534282075969,-3.414822239634422,-0.14911029074969517,-0.02843199080903178,-0.05219741605868212,-0.5091851370104139,0.2648510051329704,60,regime,5,2,mid,2019-06-12
CORR_INFLATE_1.3,-0.4007394949623428,-0.9309959432285795,-0.06601143397103892,-0.013029752760551624,-0.0255280886297385,-0.06145637723373848,0.1533574254754039,60,regime,5,2,mid,2019-06-12
WHIPSAW,-1.5053523960345327,-1.9622409035147255,-0.153654969652412,-0.02525224555783128,-0.029529455510111487,-0.3015080664802766,0.20029068759881263,60,regime,5,2,mid,2019-06-12
SLOW_BLEED,-1.4057292442162466,-2.5541409271576927,-0.10039015461200707,-0.01626277328982847,-0.030938754552136405,-0.25641060257821585,0.1824039754690994,60,regime,5,2,mid,2019-06-12
CRASH_2008,-1.6373351941468557,-5.867196172386137,-0.9800782024291282,-0.3714535284425865,-0.4958299709859117,-5.750311077931267,3.511993816835718,60,regime,5,2,mid,2019-06-12
BASE,0.01080613199265048,0.025204654960430863,-0.06589574479763716,-0.013860791772686152,-0.027773515078960222,0.0016608795109850517,0.15369787377339622,60,mixed,5,2,mid,2019-06-12
REGIME_VOL,0.010806131992650325,0.025168666432945602,-0.057731957487192176,-0.012126246711615479,-0.024297926223804483,0.0014530363805161362,0.13446405998968025,60,mixed,5,2,mid,2019-06-12
VOL_SCALE_1.8x,0.010806131992650472,0.025447356892697327,-0.11748108585025652,-0.02494942519083507,-0.049992327142128395,0.0029895831197730917,0.27665617279211324,60,mixed,5,2,mid,2019-06-12
NEG_SHOCK_-10%,-1.6947199638476727,-3.2376373684102107,-0.12921123426939984,-0.02574655890739001,-0.05098949690756821,-0.41833912048901495,0.24684852330365112,60,mixed,5,2,mid,2019-06-12
CORR_INFLATE_1.3,0.06274499548150858,0.1448943186660041,-0.058147027531075146,-0.011981389245845289,-0.0241773652211606,0.008425173936568517,0.13427642909069104,60,mixed,5,2,mid,2019-06-12
WHIPSAW,-1.206231022469945,-1.511802664573524,-0.13934493892316613,-0.021240381957512426,-0.027773515078960222,-0.21066204995887752,0.17464486158506712,60,mixed,5,2,mid,2019-06-12
SLOW_BLEED,-1.0568665224853802,-1.9447151150361446,-0.08513565034626658,-0.014864933564968222,-0.02918281412098513,-0.1655645860568168,0.15665609850851064,60,mixed,5,2,mid,2019-06-12
CRASH_2008,-1.5947060399699897,-5.733833696432516,-0.979809698796201,-0.37027029259942124,-0.49629363378865254,-5.618065867049051,3.522947631875011,60,mixed,5,2,mid,2019-06-12
BASE,3.2239801262341725,6.262204126249504,-0.06966207050273165,-0.011273919876568412,-0.017407228879132156,0.43623810534529,0.13531042012186525,60,regime,5,3,high,2019-09-04
REGIME_VOL,3.223980126234172,6.414217027055612,-0.1317829918477209,-0.02184511618484639,-0.03372943408185733,0.8452847101859824,0.2621867000071531,60,regime,5,3,high,2019-09-04
VOL_SCALE_1.8x,3.223980126234173,6.391578618326469,-0.12285362294849178,-0.020293055777823144,-0.03133301198243788,0.7852285896215221,0.24355875621935744,60,regime,5,3,high,2019-09-04
NEG_SHOCK_-10%,0.07812714280433788,0.11791623704486077,-0.1377088156155486,-0.015837963721883033,-0.03838888497025609,0.016238105345290053,0.2078420477497413,60,regime,5,3,high,2019-09-04
CORR_INFLATE_1.3,3.3508076422871755,6.569469865680042,-0.057647246063959434,-0.008968847044273072,-0.014644810725465765,0.37871184585662393,0.11302106425844397,60,regime,5,3,high,2019-09-04
WHIPSAW,1.302188359444609,1.6987344982099748,-0.13181293257502924,-0.01657012529906998,-0.027810883075098696,0.22391517587542753,0.17195298533533865,60,regime,5,3,high,2019-09-04
SLOW_BLEED,2.033039348574328,3.7459614845395572,-0.07181404317363249,-0.01090884952004105,-0.01521773355293716,0.26901263977748824,0.13232042949199865,60,regime,5,3,high,2019-09-04
CRASH_2008,-1.3912562976974905,-5.1271229833109935,-0.9782318666027653,-0.3692781318901147,-0.4956564367038932,-5.015515086266252,3.605025971538715,60,regime,5,3,high,2019-09-04
BASE,3.2239801275541664,6.262204129030432,-0.06966207039797667,-0.011273919849925767,-0.017407228855890567,0.4362381048830182,0.13531041992307968,60,mixed,5,3,high,2019-09-04
REGIME_VOL,3.2239801275541664,6.41421702963856,-0.13178299165500562,-0.021845116133221782,-0.033729434036822846,0.8452847092902532,0.26218669962197266,60,mixed,5,3,high,2019-09-04
VOL_SCALE_1.8x,3.223980127554167,6.391578620939341,-0.12285362276808409,-0.020293055729866383,-0.03133301194060303,0.7852285887894329,0.24355875586154344,60,mixed,5,3,high,2019-09-04
NEG_SHOCK_-10%,0.07812714060274056,0.11791623373524561,-0.13770881556035053,-0.015837963696592357,-0.038388884967644886,0.01623810488301812,0.2078420476897438,60,mixed,5,3,high,2019-09-04
CORR_INFLATE_1.3,3.3508076435572924,6.569469868781476,-0.05764724598261606,-0.008968847046169556,-0.014644810707587622,0.37871184550103015,0.11302106410948173,60,mixed,5,3,high,2019-09-04
WHIPSAW,1.3021883581103038,1.6987344959686288,-0.1318129324768188,-0.016570125297610296,-0.027810883061741464,0.2239151754131557,0.1719529851565365,60,mixed,5,3,high,2019-09-04
SLOW_BLEED,2.0330393481014215,3.745961483543747,-0.07181404306931782,-0.010908849522920783,-0.01521773352969557,0.26901263931521635,0.1323204292953981,60,mixed,5,3,high,2019-09-04
CRASH_2008,-1.3912562978520626,-5.127122983842558,-0.978231866602681,-0.36927813189389236,-0.4956564367052869,-5.015515086785813,3.6050259715116355,60,mixed,5,3,high,2019-09-04
BASE,2.621910292974461,6.870725773073733,-0.034642726227562703,-0.009303777594582138,-0.014237619539694357,0.23802067194125245,0.09078139422963506,60,regime,5,0,low,2019-11-27
REGIME_VOL,2.6219102929744604,6.873239977492141,-0.03654190541142277,-0.009817419294458148,-0.015023648120903685,0.2511612851275274,0.0957932412106267,60,regime,5,0,low,2019-11-27
VOL_SCALE_1.8x,2.6219102929744595,6.907713839751969,-0.06202301071429994,-0.016746799670247853,-0.02562771517144985,0.42843720949425435,0.16340650961334313,60,regime,5,0,low,2019-11-27
NEG_SHOCK_-10%,-0.8577914994388655,-1.6186071411878418,-0.11242958431852645,-0.010034266420811339,-0.042198815939328206,-0.1819793280587475,0.21214867269935814,60,regime,5,0,low,2019-11-27
CORR_INFLATE_1.3,2.7954313502562798,7.044082560229387,-0.03150724357062029,-0.008269034676669495,-0.012487075308640348,0.22193962495670588,0.07939369533662806,60,regime,5,0,low,2019-11-27
WHIPSAW,0.21139314391251793,0.2732636043798636,-0.09404012118521077,-0.016348278639168577,-0.018159312303240888,0.025697742471389864,0.12156374608830507,60,regime,5,0,low,2019-11-27
SLOW_BLEED,0.7465106792713131,1.4937273361701924,-0.04739499951508175,-0.0108500469186419,-0.015388099463351623,0.07079520637345062,0.09483482063854132,60,regime,5,0,low,2019-11-27
CRASH_2008,-1.4729963547033047,-5.397578445981913,-0.9781733972514617,-0.36980792346631797,-0.4956200053113348,-5.279767645437393,3.584372512925098,60,regime,5,0,low,2019-11-27
BASE,2.621910292922959,6.870725772797325,-0.03464272622742637,-0.009303777593898716,-0.014237619539357404,0.2380206719307402,0.09078139422740887,60,mixed,5,0,low,2019-11-27
REGIME_VOL,2.621910292922959,6.87323997721575,-0.03654190541127833,-0.009817419293736994,-0.01502364812054813,0.25116128511643476,0.09579324120827759,60,mixed,5,0,low,2019-11-27
VOL_SCALE_1.8x,2.621910292922958,6.907713839476242,-0.062023010714036375,-0.016746799669017685,-0.025627715170843324,0.42843720947533226,0.16340650960933598,60,mixed,5,0,low,2019-11-27
NEG_SHOCK_-10%,-0.8577914994910244,-1.6186071412845677,-0.11242958431830252,-0.010034266420502055,-0.04219881593916603,-0.1819793280692599,0.2121486726987134,60,mixed,5,0,low,2019-11-27
CORR_INFLATE_1.3,2.7954313502146597,7.044082559995844,-0.03150724357051693,-0.00826903467640345,-0.01248707530828498,0.2219396249486195,0.07939369533491741,60,mixed,5,0,low,2019-11-27
WHIPSAW,0.21139314382833815,0.2732636042649614,-0.09404012118628335,-0.01634827863923911,-0.01815931230311874,0.025697742460877544,0.12156374608698474,60,mixed,5,0,low,2019-11-27
SLOW_BLEED,0.7465106791782727,1.4937273359517107,-0.04739499951497639,-0.010850046917958477,-0.015388099463014672,0.0707952063629383,0.094834820636279,60,mixed,5,0,low,2019-11-27
CRASH_2008,-1.4729963547052196,-5.397578445988964,-0.9781733972515394,-0.3698079234664467,-0.4956200053114659,-5.27976764544471,3.584372512925406,60,mixed,5,0,low,2019-11-27
BASE,-1.1791527113264137,-2.0970864046323308,-0.41460444146328135,-0.09413371793981154,-0.11928677530752453,-0.8694613374928284,0.7373610976264326,60,regime,5,0,low,2020-02-19
REGIME_VOL,-1.1791527113264135,-1.8098064993734184,-0.08693386753366394,-0.017033977989467944,-0.021585552440648133,-0.15733347847809281,0.133429264052754,60,regime,5,0,low,2020-02-19
VOL_SCALE_1.8x,-1.179152711326413,-2.4367228268106618,-0.6422685380000737,-0.16944069229166075,-0.21471619555354415,-1.5650304074870904,1.3272499757275789,60,regime,5,0,low,2020-02-19
NEG_SHOCK_-10%,-1.6754511096725688,-2.7211607097335304,-0.4738644552967617,-0.104580910055385,-0.12193449953141793,-1.2894613374928288,0.7696203906211424,60,regime,5,0,low,2020-02-19
CORR_INFLATE_1.3,-1.2236076376620402,-2.093476047102928,-0.3788125761169904,-0.08439004183488741,-0.10663154748099495,-0.7930350544422741,0.6481122134522914,60,regime,5,0,low,2020-02-19
WHIPSAW,-1.4812783305039772,-2.5144158364663887,-0.43023284027790976,-0.09079243471729634,-0.1252734702910373,-1.0817842669626907,0.7303045246024992,60,regime,5,0,low,2020-02-19
SLOW_BLEED,-1.3973887995158683,-2.458041571698834,-0.4217531611331299,-0.09586300981922886,-0.11932598662158861,-1.0366868030606302,0.7418742753768995,60,regime,5,0,low,2020-02-19
CRASH_2008,-1.7015600049276132,-6.336660205159763,-0.9821687701192865,-0.3664138540577716,-0.514470149212642,-6.22366976036559,3.6576257918276327,60,regime,5,0,low,2020-02-19
BASE,-1.127433469584495,-1.8852938849267877,-0.403659586723329,-0.08351706578618817,-0.10671952537258304,-0.7610169504415666,0.6749994309837478,60,mixed,5,0,low,2020-02-19
REGIME_VOL,-1.1274334695844954,-1.630132315710771,-0.08447775088623588,-0.015112840451669983,-0.019311444252158107,-0.13770991167821733,0.12214460133862179,60,mixed,5,0,low,2020-02-19
VOL_SCALE_1.8x,-1.1274334695844952,-2.184404852148733,-0.6270955264759457,-0.15033071841513876,-0.19209514567064948,-1.36983051079482,1.214998975770746,60,mixed,5,0,low,2020-02-19
NEG_SHOCK_-10%,-1.662743187987465,-2.5451835065720636,-0.4640203534998538,-0.08722363035990259,-0.11522858882670682,-1.1810169504415664,0.7102822365918302,60,mixed,5,0,low,2020-02-19
CORR_INFLATE_1.3,-1.1788521289849356,-1.8960614564264426,-0.37425806677675166,-0.07665105698897028,-0.09680603560684305,-0.7096162951720726,0.6019553069672071,60,mixed,5,0,low,2020-02-19
WHIPSAW,-1.4430175379490686,-2.280418413804801,-0.4268251273622389,-0.08316646282050692,-0.11165518786116768,-0.973339879911429,0.6745170133516306,60,mixed,5,0,low,2020-02-19
SLOW_BLEED,-1.3646277536450662,-2.2432837258915894,-0.41378734455020383,-0.08515904793680516,-0.10679107362323985,-0.9282424160093681,0.6802165744687031,60,mixed,5,0,low,2020-02-19
CRASH_2008,-1.6509444314471446,-6.180808989647763,-0.9815028155818005,-0.37081748447776997,-0.512677829815313,-6.066481425912583,3.674552159575096,60,mixed,5,0,low,2020-02-19
BASE,2.3558981859509633,6.816854130522928,-0.1173719125601691,-0.02661129429937788,-0.047724937934986666,0.8001072069431646,0.3396187542035904,60,regime,5,1,low,2020-05-13
REGIME_VOL,2.355898185950964,7.268255031187839,-0.3206178207150181,-0.0775060547939464,-0.13900006564931502,2.330332088500411,0.9891480465484408,60,regime,5,1,low,2020-05-13
VOL_SCALE_1.8x,2.3558981859509642,7.0007681891968065,-0.20571927731018458,-0.04790032973888019,-0.085904888282976,1.4401929724976965,0.6113137575664626,60,regime,5,1,low,2020-05-13
NEG_SHOCK_-10%,1.0381357476182564,3.238485244485622,-0.11737191256016921,-0.03316760754010471,-0.060005997216595684,0.38010720694316463,0.36614403060026185,60,regime,5,1,low,2020-05-13
CORR_INFLATE_1.3,2.5339916293006994,7.270962663842678,-0.10134953654742584,-0.022285681879613942,-0.04135971109937344,0.7369086962340923,0.2908094437697316,60,regime,5,1,low,2020-05-13
WHIPSAW,1.5931735660042623,3.4098176452055955,-0.17237997413139128,-0.03433230321382032,-0.05590350720934096,0.5877842774733021,0.3689392606152051,60,regime,5,1,low,2020-05-13
SLOW_BLEED,1.860803854520294,5.430495202036539,-0.11654217853613424,-0.028249616032641235,-0.04916156002128349,0.6328817413753628,0.3401120111815958,60,regime,5,1,low,2020-05-13
CRASH_2008,-1.1868101934691535,-4.499686751620095,-0.9783372475134267,-0.36225741133298145,-0.5003931148142354,-4.402211151252636,3.709279862506552,60,regime,5,1,low,2020-05-13
BASE,2.7238022192266524,7.41938437292308,-0.10423614076701793,-0.021007122222117407,-0.04287151747883345,0.7733679939006232,0.2839295703783513,60,mixed,5,1,low,2020-05-13
REGIME_VOL,2.7238022192266524,7.850023916171783,-0.286935873221157,-0.06118376459609575,-0.12486435817185249,2.252453467193717,0.8269519171745291,60,mixed,5,1,low,2020-05-13
VOL_SCALE_1.8x,2.7238022192266524,7.595426843400338,-0.18327638692625736,-0.037812819999811335,-0.0771687314619002,1.392062389021122,0.5110732266810324,60,mixed,5,1,low,2020-05-13
NEG_SHOCK_-10%,1.086755511432184,3.3900717284847444,-0.10423614076701782,-0.029501211609035464,-0.058968418261795275,0.35336799390062323,0.3251586858160362,60,mixed,5,1,low,2020-05-13
CORR_INFLATE_1.3,2.8801561490356105,7.858556804129982,-0.09115415065019161,-0.01831970527982457,-0.037626310748486345,0.7163400708167528,0.24871570628440118,60,mixed,5,1,low,2020-05-13
WHIPSAW,1.7690389674001537,3.342808055203731,-0.16783645820087834,-0.029501211609035464,-0.05250495666078553,0.5610450644307604,0.31714680952183516,60,mixed,5,1,low,2020-05-13
SLOW_BLEED,2.1284558470074377,5.863627896426182,-0.1033732936399765,-0.022164901069908483,-0.04430813956513028,0.6061425283328215,0.2847804097909969,60,mixed,5,1,low,2020-05-13
CRASH_2008,-1.2191417573319958,-4.588026520222221,-0.978337237713505,-0.36438997553940367,-0.5001590719649806,-4.488637192350512,3.6818008778352183,60,mixed,5,1,low,2020-05-13
BASE,1.1258945359397194,2.6427563789046062,-0.08771280028590511,-0.021923570328322366,-0.031225353986405163,0.23180356246716152,0.20588390392505854,60,regime,5,0,low,2020-08-05
REGIME_VOL,1.125894535939719,2.641111357821092,-0.08505985278538031,-0.02124723960127276,-0.03026206807778087,0.22465254328605797,0.19953249271127646,60,regime,5,0,low,2020-08-05
VOL_SCALE_1.8x,1.1258945359397188,2.6872789929452283,-0.15526724747831,-0.03946242659098027,-0.05620563717552931,0.41724641244089045,0.3705910270651053,60,regime,5,0,low,2020-08-05
NEG_SHOCK_-10%,-0.6649612861778208,-1.0832995658830775,-0.1737252034984671,-0.02984843077227731,-0.05288758527115913,-0.1881964375328387,0.28301863799408034,60,regime,5,0,low,2020-08-05
CORR_INFLATE_1.3,1.0794373737162688,2.4346747038278194,-0.0786080977399638,-0.01911402289752398,-0.027043597227111374,0.19138514708351465,0.17730083443805278,60,regime,5,0,low,2020-08-05
WHIPSAW,0.08268817510543996,0.12085968680563192,-0.16118387786845645,-0.03047671479617258,-0.03901027947152977,0.019480632997298873,0.23559152167112302,60,regime,5,0,low,2020-08-05
SLOW_BLEED,0.3155275407268108,0.6612697389134266,-0.09765772286128183,-0.022649370498264015,-0.03218258250302968,0.0645780968993596,0.2046670688416148,60,regime,5,0,low,2020-08-05
CRASH_2008,-1.425212102087437,-5.294814109219748,-0.9781949340703916,-0.3650055932361757,-0.49899898795592373,-5.17936033848319,3.6340979219143867,60,regime,5,0,low,2020-08-05
BASE,1.0526269947279567,2.3092379858071883,-0.07562323346678357,-0.020850118450676806,-0.024063779550171124,0.17463204333106205,0.16590116366547714,60,mixed,5,0,low,2020-08-05
REGIME_VOL,1.0526269947279567,2.3078868504822907,-0.07333320336115101,-0.02020690315500942,-0.023321424483227337,0.16924473574094415,0.16078319916608652,60,mixed,5,0,low,2020-08-05
VOL_SCALE_1.8x,1.0526269947279565,2.345394698449934,-0.1340233599929499,-0.03753021321121825,-0.04331480319030803,0.31433767799591167,0.2986220945978588,60,mixed,5,0,low,2020-08-05
NEG_SHOCK_-10%,-0.9695260829984553,-1.7648646795442158,-0.13902933154756403,-0.020970035834111122,-0.048283555897557805,-0.24536795666893813,0.2530803048744064,60,mixed,5,0,low,2020-08-05
CORR_INFLATE_1.3,1.0024802868780591,2.1220680401266687,-0.06946386857207576,-0.018336776654825894,-0.021069186121353906,0.1474070554403613,0.14704234823351872,60,mixed,5,0,low,2020-08-05
WHIPSAW,-0.18719611347358206,-0.2661084814873035,-0.1416372974214989,-0.020970035834111122,-0.03526519264420995,-0.03769088613880063,0.20134438391596063,60,mixed,5,0,low,2020-08-05
SLOW_BLEED,0.044969663258827106,0.08865235949182673,-0.0835463128755537,-0.01966292432959657,-0.024905676712842034,0.007406577763260219,0.1647016505467468,60,mixed,5,0,low,2020-08-05
CRASH_2008,-1.44160038456812,-5.347806272168263,-0.9781192675998168,-0.3643183419699035,-0.49976948898271417,-5.230792354198928,3.6284620968424544,60,mixed,5,0,low,2020-08-05
BASE,5.087251324056281,47.656658953275326,-0.01659340364896167,-0.010768605646658744,-0.01922762207088519,0.7907861785726006,0.1554446848012363,60,regime,5,0,low,2020-10-28
REGIME_VOL,5.087251324056279,47.661089181677866,-0.01619077470478114,-0.010508288691455148,-0.018762819458779948,0.7716699571250281,0.15168701288179004,60,regime,5,0,low,2020-10-28
VOL_SCALE_1.8x,5.0872513240562816,47.51269865838132,-0.029958624991291427,-0.01938349016398574,-0.03460971972759335,1.4234151214306812,0.27980043264222537,60,regime,5,0,low,2020-10-28
NEG_SHOCK_-10%,1.493943432353446,4.018806396860891,-0.09226276211320439,-0.013035437940735474,-0.04569531983511185,0.3707861785726005,0.24819291717658407,60,regime,5,0,low,2020-10-28
CORR_INFLATE_1.3,5.232059398816045,51.37471615390063,-0.014108481142170337,-0.009501519885781599,-0.016937403228035396,0.7248192140416608,0.13853420972355154,60,regime,5,0,low,2020-10-28
WHIPSAW,3.3014193992897654,9.078877666585122,-0.0637152818163611,-0.01656323240119686,-0.023232430661984747,0.5784632491027379,0.17521652935921528,60,regime,5,0,low,2020-10-28
SLOW_BLEED,3.7861501580292667,20.676902113578855,-0.030157356724888507,-0.012189685056009612,-0.020919230341574963,0.6235607130047987,0.16469518824614418,60,regime,5,0,low,2020-10-28
CRASH_2008,-1.2990231495884097,-4.797931705152984,-0.9767624626975264,-0.3692469067345699,-0.4965570659385892,-4.686439588179771,3.6076644128048456,60,regime,5,0,low,2020-10-28
BASE,5.494297641093774,46.75084267927734,-0.020903259757325876,-0.011987858797912197,-0.01957482619028509,0.9772450083988111,0.1778653200528588,60,mixed,5,0,low,2020-10-28
REGIME_VOL,5.494297641093774,46.7514741125488,-0.020397675297881945,-0.01169806799266979,-0.019101630372767558,0.9536213886451038,0.1735656586044112,60,mixed,5,0,low,2020-10-28
VOL_SCALE_1.8x,5.494297641093774,46.73260157663969,-0.03764055404091082,-0.021578145836241954,-0.03523468714251316,1.7590410151178604,0.32015757609514583,60,mixed,5,0,low,2020-10-28
NEG_SHOCK_-10%,2.07849285023386,5.8742515071864885,-0.09486229994018547,-0.014170113156443702,-0.04649990997569555,0.5572450083988112,0.26810051732249796,60,mixed,5,0,low,2020-10-28
