bucket,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,method,n_synth_series,predicted_regime,vol_bucket,test_start
REGIME_VOL,3.1451153232503346,13.85067192625773,-0.016595857425426797,-0.007188690162529472,-0.00777231447596443,0.22986377653453482,0.07308596121587714,60,regime,0,0,low,2018-07-11
VOL_SCALE_1.8x,3.1451153232503346,13.898529764797917,-0.027232962407657935,-0.011837036207082239,-0.01279804328532197,0.37849813860645654,0.1203447567751811,60,regime,0,0,low,2018-07-11
NEG_SHOCK_-10%,-0.992464504627835,-2.053654982387766,-0.10212195238652166,-0.006831113843289566,-0.037450086139383915,-0.20972325632974642,0.21131562423826,60,regime,0,0,low,2018-07-11
CORR_INFLATE_1.3,2.748698086683775,11.678056457685754,-0.014044540499603242,-0.005945655258354931,-0.006681675935569702,0.16401293687662075,0.059669316783531386,60,regime,0,0,low,2018-07-11
WHIPSAW,-0.0198057136628926,-0.021741156077321282,-0.0941157771156137,-0.013433393115310216,-0.01809450816699441,-0.00204618579960894,0.10331290426775247,60,regime,0,0,low,2018-07-11
SLOW_BLEED,0.5574110217342678,1.647919765419231,-0.026124620267237053,-0.007441065861850812,-0.008579670437802512,0.043051278102451775,0.07723435027981099,60,regime,0,0,low,2018-07-11
CRASH_2008,-1.4591250347997036,-5.3687086011051885,-0.9779792724392604,-0.36824318781488363,-0.4985068730908604,-5.2504857316472515,3.59837958120429,60,regime,0,0,low,2018-07-11
BASE,-0.803718749099658,-1.7227704024963522,-0.047290681158806636,-0.010827555237809166,-0.015206724841595026,-0.08147098581428397,0.10136753174608583,60,mixed,0,0,low,2018-07-11
REGIME_VOL,-0.8037187490996587,-1.7252946416342496,-0.051620117953212086,-0.011836129351051865,-0.01662321348428338,-0.08905991290520474,0.11080979883195631,60,mixed,0,0,low,2018-07-11
VOL_SCALE_1.8x,-0.8037187490996586,-1.7446723365395613,-0.08405462240352657,-0.0194895994280565,-0.02737210471487105,-0.14664777446571126,0.18246155714295453,60,mixed,0,0,low,2018-07-11
NEG_SHOCK_-10%,-2.26522127445158,-4.202664013671602,-0.11932216902968185,-0.012959499648303056,-0.043325420474566674,-0.5014709858142841,0.22137836663912333,60,mixed,0,0,low,2018-07-11
CORR_INFLATE_1.3,-0.7091698076283159,-1.566011588868254,-0.038574678454172395,-0.008856053900417332,-0.012571937192531408,-0.06040839349610052,0.08518184621836195,60,mixed,0,0,low,2018-07-11
WHIPSAW,-2.4573308815507033,-2.992753682286602,-0.09816842496027756,-0.01483019755517186,-0.018629132331605413,-0.2937939152841466,0.11955814232829214,60,mixed,0,0,low,2018-07-11
SLOW_BLEED,-2.3625593857870753,-3.7477767851642794,-0.0663583947599442,-0.012109456335560886,-0.014628333146924287,-0.24869645138208585,0.10526569316234725,60,mixed,0,0,low,2018-07-11
CRASH_2008,-1.5681974571355461,-5.729760497379603,-0.9783512571665876,-0.37172562773445333,-0.49732487487617966,-5.605718385874787,3.5746253511430486,60,mixed,0,0,low,2018-07-11
BASE,-4.077639965608414,-4.522167620598877,-0.19248739966929296,-0.027224239916335175,-0.032012364280330934,-0.8704602861577516,0.21347158981650619,60,regime,0,0,low,2018-10-03
REGIME_VOL,-4.077639965608414,-4.341870780310176,-0.09572743912161341,-0.012999305093636396,-0.015285587084433417,-0.41563617079605447,0.10193057118863082,60,regime,0,0,low,2018-10-03
VOL_SCALE_1.8x,-4.077639965608414,-4.817727486374665,-0.32522149073711726,-0.04900363184940333,-0.05762225570459569,-1.5668285150839532,0.3842488616697111,60,regime,0,0,low,2018-10-03
NEG_SHOCK_-10%,-3.863376840639484,-4.675878842669736,-0.27598240450151434,-0.027224239916335175,-0.06534569761366428,-1.2904602861577519,0.33402392243572826,60,regime,0,0,low,2018-10-03
CORR_INFLATE_1.3,-4.155859813493416,-4.489480053671798,-0.1714094110825355,-0.023689957105960616,-0.027396039522668423,-0.7695391320666728,0.18516965600430066,60,regime,0,0,low,2018-10-03
WHIPSAW,-5.200173457991642,-4.662374078190938,-0.23223859721864026,-0.027050825674344553,-0.029825567971334076,-1.0827832156276145,0.208220595788702,60,regime,0,0,low,2018-10-03
SLOW_BLEED,-4.701751917819168,-4.615006449647085,-0.22485033619073413,-0.02794049354280095,-0.03352992471773931,-1.0376857517255533,0.22070193618528205,60,regime,0,0,low,2018-10-03
CRASH_2008,-1.742061973593632,-6.4010332505388225,-0.9803850727351998,-0.3722591187211965,-0.5002335358475386,-6.275477448909936,3.602327324764743,60,regime,0,0,low,2018-10-03
BASE,-4.0776399710406395,-4.522167620619008,-0.19248740008045595,-0.027224239903195932,-0.032012364342366144,-0.8704602880209745,0.21347158998905627,60,mixed,0,0,low,2018-10-03
REGIME_VOL,-4.077639971040639,-4.3418707797403275,-0.09572743933908201,-0.012999305087362533,-0.015285587114054611,-0.4156361716857249,0.10193057127102177,60,mixed,0,0,low,2018-10-03
VOL_SCALE_1.8x,-4.077639971040639,-4.817727487369425,-0.32522149136610323,-0.04900363182575267,-0.05762225581625905,-1.5668285184377537,0.3842488619803013,60,mixed,0,0,low,2018-10-03
NEG_SHOCK_-10%,-3.863376844935215,-4.675878843163555,-0.27598240487084336,-0.027224239903195932,-0.06534569767569949,-1.2904602880209748,0.3340239225466018,60,mixed,0,0,low,2018-10-03
CORR_INFLATE_1.3,-4.155859818160585,-4.489480053552296,-0.17140941140634391,-0.0236899570958535,-0.027396039570387807,-0.7695391334999205,0.1851696561412229,60,mixed,0,0,low,2018-10-03
WHIPSAW,-5.200173464264245,-4.662374078413473,-0.23223859760718513,-0.027050825661205306,-0.02982556803336928,-1.0827832174908372,0.2082205958958403,60,mixed,0,0,low,2018-10-03
SLOW_BLEED,-4.7017519225765865,-4.615006449606622,-0.22485033659643694,-0.027940493529661697,-0.03352992477977451,-1.0376857535887765,0.2207019363582498,60,mixed,0,0,low,2018-10-03
CRASH_2008,-1.7420619742802321,-6.401033252803179,-0.9803850727416196,-0.3722591187134714,-0.5002335358462082,-6.27547745117097,3.602327324642862,60,mixed,0,0,low,2018-10-03
BASE,3.0485074142364357,12.145849786122628,-0.0068865432051088415,-0.00237293304575918,-0.003255680225479427,0.08364291931489547,0.0274373350460903,60,regime,0,3,high,2018-12-26
REGIME_VOL,3.0485074142364366,12.1512352849594,-0.008986921428829286,-0.0030980446821499362,-0.004250538306318002,0.10920219676914818,0.035821529007663645,60,regime,0,3,high,2018-12-26
VOL_SCALE_1.8x,3.048507414236437,12.159964598992811,-0.012381389233590556,-0.004271279482366524,-0.00586022440586297,0.1505572547668119,0.04938720308296253,60,regime,0,3,high,2018-12-26
NEG_SHOCK_-10%,-1.6558995108074552,-3.3641565935534428,-0.09998258741274058,-0.0025014100214674428,-0.03533233365875028,-0.33635708068510467,0.2031265052557985,60,regime,0,3,high,2018-12-26
CORR_INFLATE_1.3,8.629411339009483,42.36937445883877,-0.0042559736947410665,-0.0013782741609728762,-0.0019585023069362446,0.18032294315945183,0.02089632027903192,60,regime,0,3,high,2018-12-26
WHIPSAW,-1.68500593243375,-1.5522397145520646,-0.08289957340261767,-0.0122721711255439,-0.015388290764209467,-0.12868001015496716,0.07636768967875815,60,regime,0,3,high,2018-12-26
SLOW_BLEED,-2.0525398400487167,-3.075829547256421,-0.02717398508882274,-0.0037525553164717037,-0.004895328369919288,-0.08358254625290638,0.04072152200023682,60,regime,0,3,high,2018-12-26
CRASH_2008,-1.5015872280981053,-5.506525277644769,-0.9785649575472498,-0.371772906223171,-0.49813817885346695,-5.388492674551312,3.588531237959663,60,regime,0,3,high,2018-12-26
BASE,4.480521776240853,14.102039997039858,-0.0030178481774839616,-0.0007107761685734419,-0.001146870948057226,0.04255781570387267,0.009498406174376096,60,mixed,0,3,high,2018-12-26
REGIME_VOL,4.4805217762408525,14.105704980063411,-0.003939006758026609,-0.00092797238134604,-0.0014973273047424746,0.05556246724319937,0.012400892132214155,60,mixed,0,3,high,2018-12-26
VOL_SCALE_1.8x,4.480521776240851,14.111637864125344,-0.005428432121384996,-0.001279397103432196,-0.0020643677065030064,0.07660406826697078,0.017097131113876975,60,mixed,0,3,high,2018-12-26
NEG_SHOCK_-10%,-1.8510046904807593,-3.742226668100264,-0.10086032134652478,-0.0008160783345869105,-0.03422831747019615,-0.37744218429612736,0.203912062588072,60,mixed,0,3,high,2018-12-26
CORR_INFLATE_1.3,10.25093175651803,66.80594755980131,-0.0022261343897815866,-0.0005904446596705122,-0.0007360786950829798,0.14871901730481896,0.014507853611478425,60,mixed,0,3,high,2018-12-26
WHIPSAW,-2.2332232416350744,-1.9706865191100065,-0.08614516419519558,-0.01228897443385172,-0.01665716668461414,-0.16976511376598993,0.07601797733472222,60,mixed,0,3,high,2018-12-26
SLOW_BLEED,-4.342060662474334,-3.5460475597680734,-0.03515679013399442,-0.002057103199987547,-0.002660841424591439,-0.12466764986392918,0.028711632460907865,60,mixed,0,3,high,2018-12-26
CRASH_2008,-1.511433731510032,-5.54481707227937,-0.978713407615008,-0.37134886185241506,-0.49796766933615527,-5.4267868114124145,3.5904894129831684,60,mixed,0,3,high,2018-12-26
BASE,0.8609384774819131,1.5829441439385517,-0.06620875607427879,-0.013175964923889524,-0.019834801792181916,0.10480476270523562,0.12173316148184052,60,regime,0,0,low,2019-03-20
REGIME_VOL,0.8609384774819134,1.5736610994834908,-0.048560189203326054,-0.009607115025360567,-0.014462335276653733,0.07641728073283241,0.08876044308803446,60,regime,0,0,low,2019-03-20
VOL_SCALE_1.8x,0.8609384774819121,1.61094977694936,-0.1171039442499976,-0.02371673686300115,-0.035702643225927456,0.1886485728694239,0.21911969066731293,60,regime,0,0,low,2019-03-20
NEG_SHOCK_-10%,-1.2829736679985118,-2.389967671600222,-0.1318826363386426,-0.016626582746998096,-0.04920870161010762,-0.3151952372947645,0.24567553111708149,60,regime,0,0,low,2019-03-20
CORR_INFLATE_1.3,0.8917960306331318,1.6406847694682651,-0.05827307129228132,-0.01085659892300893,-0.017516301454187807,0.09560774053938435,0.10720808038527321,60,regime,0,0,low,2019-03-20
WHIPSAW,-0.7477408961611607,-0.7868547063457635,-0.13664297347086185,-0.016754416393132604,-0.020835557726530642,-0.10751816676462696,0.14379067310162685,60,regime,0,0,low,2019-03-20
SLOW_BLEED,-0.4856399927239636,-0.6993410173988552,-0.08925645902300317,-0.014832548847675759,-0.021112333332300958,-0.06242070286256627,0.12853287166991215,60,regime,0,0,low,2019-03-20
CRASH_2008,-1.4773524550705996,-5.4173793844826115,-0.9798454972614845,-0.37628507276720685,-0.5010016949530979,-5.308194796842479,3.5930456395991253,60,regime,0,0,low,2019-03-20
BASE,1.5139096497899969,4.771273019550584,-0.04257834222406265,-0.013789544808257637,-0.019094756424992733,0.20315289547086152,0.13419089804932682,60,mixed,0,0,low,2019-03-20
REGIME_VOL,1.5139096497899964,4.758515884652746,-0.031128776669363867,-0.010054500287876264,-0.013922739049156113,0.14812677825097575,0.09784386952783036,60,mixed,0,0,low,2019-03-20
VOL_SCALE_1.8x,1.5139096497899962,4.809619380874043,-0.07602996887897129,-0.02482118065486375,-0.03437056156498692,0.36567521184755064,0.2415436164887883,60,mixed,0,0,low,2019-03-20
NEG_SHOCK_-10%,-0.8643591177092835,-1.708589857031585,-0.12691583274752516,-0.014193537954429,-0.04895610689839852,-0.21684710452913855,0.2508761695067494,60,mixed,0,0,low,2019-03-20
CORR_INFLATE_1.3,1.5270009649902352,4.992242968716281,-0.03430525145356356,-0.011291283945403468,-0.015860294396354484,0.17126015035909664,0.11215457899870539,60,mixed,0,0,low,2019-03-20
WHIPSAW,-0.05503545073862024,-0.07894329480838556,-0.1161597577255794,-0.01846529866936027,-0.029375861426694978,-0.009170033999001058,0.16662049417115316,60,mixed,0,0,low,2019-03-20
SLOW_BLEED,0.2599290571238728,0.7422022420352281,-0.048406523004486446,-0.014641398080883833,-0.018884890942237775,0.035927429903059686,0.13822013706585323,60,mixed,0,0,low,2019-03-20
CRASH_2008,-1.4643681398476447,-5.374488365044059,-0.9790439033699799,-0.37028407427692567,-0.49903437159196057,-5.261860067529278,3.5932631449334393,60,mixed,0,0,low,2019-03-20
BASE,0.04148538547980822,0.09553684224689714,-0.06617642195572992,-0.014042534730071032,-0.027534750318458298,0.00632228638484867,0.15239791824824325,60,regime,0,2,mid,2019-06-12
REGIME_VOL,0.04148538547980847,0.09539656190709797,-0.05798021240499596,-0.012285246282166028,-0.02408904058152887,0.005531112922079887,0.13332678142214585,60,regime,0,2,mid,2019-06-12
VOL_SCALE_1.8x,0.04148538547980912,0.09648132100757426,-0.11795148919897624,-0.025276562514127854,-0.04956255057322493,0.011380115492727855,0.27431625284683786,60,regime,0,2,mid,2019-06-12
NEG_SHOCK_-10%,-1.6845190718180683,-3.223192897092639,-0.12834407583495666,-0.025222750594971557,-0.05083741173290465,-0.4136777136151513,0.24557615317983733,60,regime,0,2,mid,2019-06-12
CORR_INFLATE_1.3,0.09010803757404029,0.2057875038099819,-0.05836540756594588,-0.012121191520756735,-0.023993700020774503,0.012010871531848235,0.13329411953932635,60,regime,0,2,mid,2019-06-12
WHIPSAW,-1.1889692749521241,-1.4816965656345094,-0.13903024942006115,-0.02097703771112802,-0.027534750318458298,-0.20600064308501384,0.17325985408101388,60,regime,0,2,mid,2019-06-12
SLOW_BLEED,-1.035293706960387,-1.9030940582029425,-0.08454820111986006,-0.015046676522353098,-0.028944049360483212,-0.16090317918295305,0.15541790518109433,60,regime,0,2,mid,2019-06-12
CRASH_2008,-1.59231365118031,-5.726648134697326,-0.9797978733067672,-0.37002027029945067,-0.4963020663700693,-5.610957663552605,3.5237766500296326,60,regime,0,2,mid,2019-06-12
BASE,1.3794123693597677,3.638642501340747,-0.05232024719829764,-0.01535537098694012,-0.019898680493115672,0.19037467513637996,0.1380114310738995,60,mixed,0,2,mid,2019-06-12
REGIME_VOL,1.3794123693597675,3.629946612212811,-0.04588252375619284,-0.013433793681465366,-0.01740855160746484,0.166551111668566,0.12074062504301601,60,mixed,0,2,mid,2019-06-12
VOL_SCALE_1.8x,1.379412369359767,3.6948016980620446,-0.09274500859551393,-0.027639667776492217,-0.03581762488760821,0.3426744152454838,0.24842057593301914,60,mixed,0,2,mid,2019-06-12
NEG_SHOCK_-10%,-0.9675741182342509,-1.6327775409456355,-0.14063478894413928,-0.01890311002690302,-0.04509968264418341,-0.22962532486362017,0.23732065640890532,60,mixed,0,2,mid,2019-06-12
CORR_INFLATE_1.3,1.2941671266321937,3.5322569831565294,-0.04348200961660975,-0.013930087283565621,-0.01696138861594951,0.15358963210994916,0.11867835996548214,60,mixed,0,2,mid,2019-06-12
WHIPSAW,-0.134201186420302,-0.18975193619461014,-0.11566814428166095,-0.018882400815572468,-0.024741584287627807,-0.021948254333482686,0.1635473941694032,60,mixed,0,2,mid,2019-06-12
SLOW_BLEED,0.16357224097893888,0.40801433865158376,-0.056736264821187876,-0.016980023507314708,-0.02071943606265102,0.023149209568578088,0.1415228490484441,60,mixed,0,2,mid,2019-06-12
CRASH_2008,-1.4976412588023849,-5.453326071645823,-0.9787441649067143,-0.3658470191823429,-0.49967106715585885,-5.337411071957004,3.5638782255672887,60,mixed,0,2,mid,2019-06-12
BASE,0.7518367715772238,1.5246253225615085,-0.005964165589102732,-0.0013001133631427896,-0.0016590942019323572,0.009093117885096003,0.012094537310299696,60,regime,0,3,high,2019-09-04
REGIME_VOL,0.7518367715772232,1.5278124227742436,-0.011532466436117939,-0.0025191883375323795,-0.0032147740980618994,0.017619445486327993,0.023435200501520363,60,regime,0,3,high,2019-09-04
VOL_SCALE_1.8x,0.7518367715772231,1.5273440290947602,-0.010716388633721041,-0.0023402040536570213,-0.0029863695634782424,0.016367612193172787,0.021770167158539456,60,regime,0,3,high,2019-09-04
NEG_SHOCK_-10%,-2.0192940320178328,-3.9000394936307585,-0.10535967207151753,-0.0014903586601398794,-0.03446866655635839,-0.410906882114904,0.20349036623670627,60,regime,0,3,high,2019-09-04
CORR_INFLATE_1.3,4.136457978958418,22.629229140319826,-0.0022156644518754876,-0.0011134044167518276,-0.001250708220063324,0.050138778579551534,0.012121186492066515,60,regime,0,3,high,2019-09-04
WHIPSAW,-2.7195402755193947,-2.3360610758186655,-0.08699678860645599,-0.012033265935941102,-0.016714617341701914,-0.2032298115847666,0.07472947299739936,60,regime,0,3,high,2019-09-04
SLOW_BLEED,-5.559318461527381,-3.9225269395964544,-0.0403138971682816,-0.0025177736165801798,-0.0027516801166198976,-0.1581323476827058,0.028444556428461942,60,regime,0,3,high,2019-09-04
CRASH_2008,-1.5213955467745877,-5.581360380804884,-0.9787489070564823,-0.37208346915613844,-0.49771139799642444,-5.462750372601132,3.5906180902016946,60,regime,0,3,high,2019-09-04
BASE,0.7379531005078248,1.5243614636509935,-0.039046975288770436,-0.008763451244459953,-0.011920286045946896,0.05952170440233427,0.08065784175359413,60,mixed,0,3,high,2019-09-04
REGIME_VOL,0.7379531005078253,1.544205966567741,-0.07468777943012161,-0.016980660915760823,-0.02309755936544534,0.11533331462568919,0.1562881361245344,60,mixed,0,3,high,2019-09-04
VOL_SCALE_1.8x,0.7379531005078253,1.5412704405482562,-0.06951347739212499,-0.015774212240027913,-0.02145651488270441,0.10713906792420173,0.14518411515646942,60,mixed,0,3,high,2019-09-04
NEG_SHOCK_-10%,-1.6777926868133013,-3.1524659837807194,-0.11434803656956449,-0.010167368584991749,-0.041149760198348755,-0.3604782955976658,0.21485270405030593,60,mixed,0,3,high,2019-09-04
CORR_INFLATE_1.3,1.3137429754772911,3.0782539100462585,-0.028889754249054378,-0.007256135582669827,-0.009723861847345156,0.08892999897742715,0.06769208333549286,60,mixed,0,3,high,2019-09-04
WHIPSAW,-1.3515820292295304,-1.4119474955899993,-0.10822018916764209,-0.014575020511494237,-0.01899159249144065,-0.15280122506752822,0.113053608114805,60,mixed,0,3,high,2019-09-04
SLOW_BLEED,-1.3164230674483988,-1.9198583063705208,-0.05609984903994336,-0.008759802296041362,-0.012620260236433124,-0.10770376116546755,0.0818154617832913,60,mixed,0,3,high,2019-09-04
CRASH_2008,-1.4865066407764111,-5.4781370290781295,-0.9787387344971501,-0.3730628746808836,-0.499045936830709,-5.361664903241906,3.6068893042021513,60,mixed,0,3,high,2019-09-04
BASE,3.3794450230675412,10.351150933320406,-0.03084317989684915,-0.008615515994463023,-0.01412447308184947,0.31926241037583925,0.09447184617492103,60,regime,0,0,low,2019-11-27
REGIME_VOL,3.379445023067541,10.353116183194343,-0.03253978807445168,-0.009091160240654152,-0.01490425508865914,0.33688820651132,0.09968743512966657,60,regime,0,0,low,2019-11-27
VOL_SCALE_1.8x,3.3794450230675417,10.380452258966045,-0.05536101167269869,-0.01550792879003344,-0.025424051547329046,0.5746723386765107,0.1700493231148579,60,regime,0,0,low,2019-11-27
NEG_SHOCK_-10%,-0.4702754801767924,-0.9101962472911749,-0.11067677978673818,-0.009350605733860077,-0.04230875678573234,-0.10073758962416085,0.21420974273693838,60,regime,0,0,low,2019-11-27
CORR_INFLATE_1.3,3.465929282096322,9.953180335580246,-0.028577124126808684,-0.007687757954063372,-0.012419241320916029,0.284433269906388,0.0820655145434336,60,regime,0,0,low,2019-11-27
WHIPSAW,0.8623780211490565,1.2547311741928584,-0.08522899813561136,-0.015961368984317315,-0.01807860709873708,0.10693948090597657,0.12400534137394578,60,regime,0,0,low,2019-11-27
SLOW_BLEED,1.5565606678419595,3.4851395760375055,-0.0436243488936241,-0.010161785318522782,-0.015274953005506737,0.1520369448080373,0.09767492391981339,60,regime,0,0,low,2019-11-27
CRASH_2008,-1.4507346945201574,-5.322448714219856,-0.9777323172560378,-0.3693771067024075,-0.49485435441159975,-5.203930114830599,3.5870997877746644,60,regime,0,0,low,2019-11-27
BASE,3.379445053260501,10.351150111170078,-0.03084317688953231,-0.008615515396590086,-0.014124470849792443,0.31926235388892077,0.0944718286160313,60,mixed,0,0,low,2019-11-27
REGIME_VOL,3.3794450532605005,10.353115361605333,-0.03253978489945486,-0.009091159609773929,-0.014904252733375012,0.33688814690587937,0.09968741660138801,60,mixed,0,0,low,2019-11-27
VOL_SCALE_1.8x,3.3794450532605014,10.380451444565798,-0.05536100622106377,-0.01550792771386216,-0.0254240475296264,0.5746722370000575,0.17004929150885637,60,mixed,0,0,low,2019-11-27
NEG_SHOCK_-10%,-0.47027575741703453,-0.910196763920157,-0.11067677902655781,-0.009350603939485147,-0.04230875549071588,-0.10073764611107923,0.21420973656897732,60,mixed,0,0,low,2019-11-27
CORR_INFLATE_1.3,3.4659293062408723,9.953179618029248,-0.02857712182142158,-0.007687756630361754,-0.012419239923874774,0.28443322645491215,0.08206550143499808,60,mixed,0,0,low,2019-11-27
WHIPSAW,0.8623776613606768,1.2547304902125007,-0.0852289995765918,-0.015961370365871752,-0.018078605480816367,0.10693942441905804,0.12400532760823939,60,mixed,0,0,low,2019-11-27
SLOW_BLEED,1.5565603523639193,3.485138518460639,-0.043624345923637065,-0.01016178472064985,-0.015274950773449711,0.1520368883211189,0.09767490742663675,60,mixed,0,0,low,2019-11-27
CRASH_2008,-1.4507347067377112,-5.322448758509441,-0.9777323175043685,-0.3693771076380288,-0.49485435490223906,-5.203930159455685,3.5870997883257654,60,mixed,0,0,low,2019-11-27
BASE,-0.7297369575729175,-1.351653057991476,-0.33790257870068374,-0.05302661524051412,-0.0968586577036471,-0.4567270538039846,0.6258790226591301,60,regime,0,0,low,2020-02-19
REGIME_VOL,-0.7297369575729173,-1.2246511888124765,-0.06748623480422389,-0.009595437390887267,-0.017527069784583058,-0.08264709768147072,0.1132560120791366,60,regime,0,0,low,2020-02-19
VOL_SCALE_1.8x,-0.7297369575729179,-1.504062418783415,-0.546592140445972,-0.09544790743292542,-0.17434558386656482,-0.8221086968471728,1.126582240786434,60,regime,0,0,low,2020-02-19
NEG_SHOCK_-10%,-1.3297969436066863,-2.1681691900540763,-0.40436284115914334,-0.07682179372164577,-0.106158618197628,-0.876727053803985,0.6592939305651574,60,regime,0,0,low,2020-02-19
CORR_INFLATE_1.3,-0.8467798435285971,-1.4775021513719628,-0.3218588504056088,-0.0531968642615287,-0.08922075278458463,-0.4755471439123938,0.5615947846972268,60,regime,0,0,low,2020-02-19
WHIPSAW,-1.0665475220427862,-1.8400249967272708,-0.3636091816490764,-0.06049250130058191,-0.09889932425676913,-0.6690499832738475,0.6273044280224839,60,regime,0,0,low,2020-02-19
SLOW_BLEED,-0.9882814846548026,-1.7992404977261054,-0.346786613663011,-0.05466859739113108,-0.09693020595430389,-0.6239525193717865,0.6313510159402889,60,regime,0,0,low,2020-02-19
CRASH_2008,-1.5292281336050955,-5.7733768783999935,-0.980163908468316,-0.3729616409329413,-0.5137990165609544,-5.658855646193143,3.7004653013102846,60,regime,0,0,low,2020-02-19
BASE,-0.7297367293260454,-1.3516527510543275,-0.3379025918097296,-0.05302661008785881,-0.09685866580805945,-0.4567269678080085,0.6258791005762072,60,mixed,0,0,low,2020-02-19
REGIME_VOL,-0.7297367293260455,-1.224650917269893,-0.06748623706117285,-0.009595436458487922,-0.017527071251117948,-0.08264708212005878,0.11325602617863047,60,mixed,0,0,low,2020-02-19
VOL_SCALE_1.8x,-0.7297367293260453,-1.5040620765013786,-0.5465921619184324,-0.09544789815814586,-0.17434559845450703,-0.8221085420544152,1.1265823810371731,60,mixed,0,0,low,2020-02-19
NEG_SHOCK_-10%,-1.3297966653514817,-2.1681689146542413,-0.40436285285817797,-0.07682180067172788,-0.10615862354154809,-0.8767269678080084,0.6592940038515428,60,mixed,0,0,low,2020-02-19
CORR_INFLATE_1.3,-0.8467796387514168,-1.4775019008989971,-0.3218588601965878,-0.053196860297947686,-0.08922075901874797,-0.47554707776164307,0.5615948423876146,60,mixed,0,0,low,2020-02-19
WHIPSAW,-1.0665472551666,-1.8400246966022689,-0.363609194220772,-0.060492496147926594,-0.0988993323611815,-0.6690498972778715,0.6273045043591272,60,mixed,0,0,low,2020-02-19
