date,method,n_synth_series,prefer_stress,ranking,port_ret,predicted_regime,vol_bucket,bucket
2018-01-23,mixed,1,True,stress,0.01339214169999499,0,low,calm
2017-11-01,regime,5,True,stress,-0.0009253806653769367,0,low,calm
2017-11-02,regime,5,True,stress,8.420343831261582e-05,0,low,calm
2017-11-03,regime,5,True,stress,0.0023881145318197117,0,low,calm
2017-11-06,regime,5,True,stress,0.0037569010111535833,0,low,calm
2017-11-07,regime,5,True,stress,-0.0031951069201411986,0,low,calm
2017-11-08,regime,5,True,stress,0.0019079454463785163,0,low,calm
2017-11-09,regime,5,True,stress,-0.004204721167638666,0,low,calm
2017-11-10,regime,5,True,stress,0.0004666141383275905,0,low,calm
2017-11-13,regime,5,True,stress,0.0019496903388970515,0,low,calm
2017-11-14,regime,5,True,stress,-2.289290263278742e-05,0,low,calm
2017-11-15,regime,5,True,stress,-0.005311274246026784,0,low,calm
2017-11-16,regime,5,True,stress,0.00866923419184944,0,low,calm
2017-11-17,regime,5,True,stress,0.002722930418454708,0,low,calm
2017-11-20,regime,5,True,stress,0.00247280671009628,0,low,calm
2017-11-21,regime,5,True,stress,0.004434019374073825,0,low,calm
2017-11-22,regime,5,True,stress,-0.00021092914104085413,0,low,calm
2017-11-23,regime,5,True,stress,8.66129989731737e-14,0,low,calm
2017-11-24,regime,5,True,stress,0.0013336548173676413,0,low,calm
2017-11-27,regime,5,True,stress,-0.0023251439109203717,0,low,calm
2017-11-28,regime,5,True,stress,0.010415881003623628,0,low,calm
2017-11-29,regime,5,True,stress,0.0020004926557922716,0,low,calm
2017-11-30,regime,5,True,stress,0.0068611017868182664,0,low,calm
2017-12-01,regime,5,True,stress,-0.002123472136147975,0,low,calm
2017-12-04,regime,5,True,stress,-0.00011121903505147218,0,low,calm
2017-12-05,regime,5,True,stress,-0.006696130625966072,0,low,calm
2017-12-06,regime,5,True,stress,-0.0026203611784277776,0,low,calm
2017-12-07,regime,5,True,stress,0.006721556878552837,0,low,calm
2017-12-08,regime,5,True,stress,0.005821647900742631,0,low,calm
2017-12-11,regime,5,True,stress,-3.696010213850007e-05,0,low,calm
2017-12-12,regime,5,True,stress,-0.002454241694840881,0,low,calm
2017-12-13,regime,5,True,stress,-0.0010004149804894633,0,low,calm
2017-12-14,regime,5,True,stress,-0.006008500911278454,0,low,calm
2017-12-15,regime,5,True,stress,0.009186635714305584,0,low,calm
2017-12-18,regime,5,True,stress,0.008637136727362264,0,low,calm
2017-12-19,regime,5,True,stress,-0.00379770964630853,0,low,calm
2017-12-20,regime,5,True,stress,0.00021342360680015688,0,low,calm
2017-12-21,regime,5,True,stress,0.0020307705884789968,0,low,calm
2017-12-22,regime,5,True,stress,0.0013584462296867578,0,low,calm
2017-12-25,regime,5,True,stress,8.7466760076138e-14,0,low,calm
2017-12-26,regime,5,True,stress,0.0011806115704163101,0,low,calm
2017-12-27,regime,5,True,stress,0.0004541093256158202,0,low,calm
2017-12-28,regime,5,True,stress,0.003748361920298754,0,low,calm
2017-12-29,regime,5,True,stress,-0.005047226572686653,0,low,calm
2018-01-01,regime,5,True,stress,-1.4928550624489045e-13,0,low,calm
2018-01-02,regime,5,True,stress,0.006839524089726795,0,low,calm
2018-01-03,regime,5,True,stress,0.005577155499440259,0,low,calm
2018-01-04,regime,5,True,stress,0.0026138206661421464,0,low,calm
2018-01-05,regime,5,True,stress,0.004636282883321719,0,low,calm
2018-01-08,regime,5,True,stress,0.003673219993860658,0,low,calm
2018-01-09,regime,5,True,stress,-0.00040823342544216997,0,low,calm
2018-01-10,regime,5,True,stress,-0.0032242116780681796,0,low,calm
2018-01-11,regime,5,True,stress,0.010278969794157034,0,low,calm
2018-01-12,regime,5,True,stress,0.004831055357888887,0,low,calm
2018-01-15,regime,5,True,stress,2.189562111874453e-12,0,low,calm
2018-01-16,regime,5,True,stress,-0.007944600211203473,0,low,calm
2018-01-17,regime,5,True,stress,0.008350820086751698,0,low,calm
2018-01-18,regime,5,True,stress,-0.0031357059935273727,0,low,calm
2018-01-19,regime,5,True,stress,0.007902977279982392,0,low,calm
2018-01-22,regime,5,True,stress,0.007073112305500397,0,low,calm
2018-01-23,regime,5,True,stress,0.00349073102724725,0,low,calm
2017-11-01,mixed,5,True,stress,0.004268899201010475,0,low,calm
2017-11-02,mixed,5,True,stress,0.006735173945578958,0,low,calm
2017-11-03,mixed,5,True,stress,-0.001943084829998014,0,low,calm
2017-11-06,mixed,5,True,stress,0.006111686131709743,0,low,calm
2017-11-07,mixed,5,True,stress,0.00901386370434224,0,low,calm
2017-11-08,mixed,5,True,stress,0.0040458966488962425,0,low,calm
2017-11-09,mixed,5,True,stress,0.0016198965159853044,0,low,calm
2017-11-10,mixed,5,True,stress,0.001496584406123309,0,low,calm
2017-11-13,mixed,5,True,stress,0.005069535381559467,0,low,calm
2017-11-14,mixed,5,True,stress,-0.0018545163865329964,0,low,calm
2017-11-15,mixed,5,True,stress,-0.009706249794939356,0,low,calm
2017-11-16,mixed,5,True,stress,0.007892864074879114,0,low,calm
2017-11-17,mixed,5,True,stress,-0.003442133636603841,0,low,calm
2017-11-20,mixed,5,True,stress,-0.003051456079744914,0,low,calm
2017-11-21,mixed,5,True,stress,0.0073652926721427285,0,low,calm
2017-11-22,mixed,5,True,stress,-0.002316893275712084,0,low,calm
2017-11-23,mixed,5,True,stress,-4.949887416190453e-14,0,low,calm
2017-11-24,mixed,5,True,stress,0.0015187188120015704,0,low,calm
